tenant_id,date,gas_m3,water_m3,electricity_kwh,transaction_id,amount,tenor,addres,status,tenant_name,tenant_email,tenant_phone,tenant_address,industry,location,efficiency
T029,2024-01-03,96,67,2220,,,,,,Rodriguez-Sanders,heatherbird@example.com,(554)417-6547x8813,"29095 Yolanda Parkway
East Alanhaven, FM 63867",Energy,Cikarang,
T029,2024-01-04,164,99,3422,,,,,,Rodriguez-Sanders,heatherbird@example.com,(554)417-6547x8813,"29095 Yolanda Parkway
East Alanhaven, FM 63867",Energy,Cikarang,
T029,2024-01-05,571,46,2156,TRX295,54447.0,3.0,Jakarta,Default,Rodriguez-Sanders,heatherbird@example.com,(554)417-6547x8813,"29095 Yolanda Parkway
East Alanhaven, FM 63867",Energy,Cikarang,25.253710575139145
T030,2024-01-01,577,53,3613,,,,,,"Singleton, Sullivan and Valdez",laura45@example.org,001-451-666-7785x8788,"88553 Mary Path Apt. 037
Youngport, IL 04240",FMCG,Cikarang,
T030,2024-01-02,280,19,3297,,,,,,"Singleton, Sullivan and Valdez",laura45@example.org,001-451-666-7785x8788,"88553 Mary Path Apt. 037
Youngport, IL 04240",FMCG,Cikarang,
T030,2024-01-03,692,75,2537,,,,,,"Singleton, Sullivan and Valdez",laura45@example.org,001-451-666-7785x8788,"88553 Mary Path Apt. 037
Youngport, IL 04240",FMCG,Cikarang,
T030,2024-01-04,746,28,1111,,,,,,"Singleton, Sullivan and Valdez",laura45@example.org,001-451-666-7785x8788,"88553 Mary Path Apt. 037
Youngport, IL 04240",FMCG,Cikarang,
T030,2024-01-05,874,55,3613,TRX305,60684.0,3.0,Cikarang,No-Default,"Singleton, Sullivan and Valdez",laura45@example.org,001-451-666-7785x8788,"88553 Mary Path Apt. 037
Youngport, IL 04240",FMCG,Cikarang,16.79601439247163
T031,2024-01-01,456,98,2878,,,,,,Cox-Schneider,ysanchez@example.org,376-234-0033x90664,"2935 Butler Trace
New Jennifertown, HI 56536",Manufacturing,Bogor,
T031,2024-01-02,692,79,598,,,,,,Cox-Schneider,ysanchez@example.org,376-234-0033x90664,"2935 Butler Trace
New Jennifertown, HI 56536",Manufacturing,Bogor,
T031,2024-01-03,933,94,4135,,,,,,Cox-Schneider,ysanchez@example.org,376-234-0033x90664,"2935 Butler Trace
New Jennifertown, HI 56536",Manufacturing,Bogor,
T031,2024-01-04,916,31,841,,,,,,Cox-Schneider,ysanchez@example.org,376-234-0033x90664,"2935 Butler Trace
New Jennifertown, HI 56536",Manufacturing,Bogor,
T031,2024-01-05,871,79,3989,TRX315,246347.0,3.0,Bandung,Default,Cox-Schneider,ysanchez@example.org,376-234-0033x90664,"2935 Butler Trace
New Jennifertown, HI 56536",Manufacturing,Bogor,61.75658059664076
T032,2024-01-01,172,82,3405,,,,,,Pineda Inc,ashley07@example.net,700-746-7536x293,"251 Ray Green
Caldwellhaven, WV 84327",Manufacturing,Cikarang,
T032,2024-01-02,468,70,4580,,,,,,Pineda Inc,ashley07@example.net,700-746-7536x293,"251 Ray Green
Caldwellhaven, WV 84327",Manufacturing,Cikarang,
T032,2024-01-03,721,12,1673,,,,,,Pineda Inc,ashley07@example.net,700-746-7536x293,"251 Ray Green
Caldwellhaven, WV 84327",Manufacturing,Cikarang,
T032,2024-01-04,457,62,3194,,,,,,Pineda Inc,ashley07@example.net,700-746-7536x293,"251 Ray Green
Caldwellhaven, WV 84327",Manufacturing,Cikarang,
T032,2024-01-05,139,23,1417,TRX325,449999.0,3.0,Bogor,No-Default,Pineda Inc,ashley07@example.net,700-746-7536x293,"251 Ray Green
Caldwellhaven, WV 84327",Manufacturing,Cikarang,317.5716302046577
T033,2024-01-01,310,12,1996,,,,,,"Macdonald, Wilson and Robertson",scottthompson@example.net,375-456-1078x076,"2663 Richard Park
Julieburgh, FM 78853",Tech,Cikarang,
T033,2024-01-02,431,29,4966,,,,,,"Macdonald, Wilson and Robertson",scottthompson@example.net,375-456-1078x076,"2663 Richard Park
Julieburgh, FM 78853",Tech,Cikarang,
T033,2024-01-03,397,83,1363,,,,,,"Macdonald, Wilson and Robertson",scottthompson@example.net,375-456-1078x076,"2663 Richard Park
Julieburgh, FM 78853",Tech,Cikarang,
T033,2024-01-04,887,41,3535,,,,,,"Macdonald, Wilson and Robertson",scottthompson@example.net,375-456-1078x076,"2663 Richard Park
Julieburgh, FM 78853",Tech,Cikarang,
T033,2024-01-05,153,29,4138,TRX335,72870.0,3.0,Cikarang,No-Default,"Macdonald, Wilson and Robertson",scottthompson@example.net,375-456-1078x076,"2663 Richard Park
Julieburgh, FM 78853",Tech,Cikarang,17.609956500724987
T034,2024-01-01,198,29,2714,,,,,,"Donovan, Gonzalez and Sanchez",kathy56@example.com,996-430-4867x6822,"Unit 9332 Box 7053
DPO AE 52984",Energy,Cikarang,
T034,2024-01-02,982,86,2391,,,,,,"Donovan, Gonzalez and Sanchez",kathy56@example.com,996-430-4867x6822,"Unit 9332 Box 7053
DPO AE 52984",Energy,Cikarang,
T034,2024-01-03,53,68,1470,,,,,,"Donovan, Gonzalez and Sanchez",kathy56@example.com,996-430-4867x6822,"Unit 9332 Box 7053
DPO AE 52984",Energy,Cikarang,
T034,2024-01-04,921,56,1984,,,,,,"Donovan, Gonzalez and Sanchez",kathy56@example.com,996-430-4867x6822,"Unit 9332 Box 7053
DPO AE 52984",Energy,Cikarang,
T034,2024-01-05,942,24,3049,TRX345,360551.0,12.0,Jakarta,Default,"Donovan, Gonzalez and Sanchez",kathy56@example.com,996-430-4867x6822,"Unit 9332 Box 7053
DPO AE 52984",Energy,Cikarang,118.25221384060347
T035,2024-01-01,831,66,4715,,,,,,Garner PLC,dmullins@example.com,6714209416,"113 Maria Village Apt. 895
Port Alyssa, LA 06143",Energy,Bogor,
T035,2024-01-02,757,48,955,,,,,,Garner PLC,dmullins@example.com,6714209416,"113 Maria Village Apt. 895
Port Alyssa, LA 06143",Energy,Bogor,
T035,2024-01-03,951,80,1695,,,,,,Garner PLC,dmullins@example.com,6714209416,"113 Maria Village Apt. 895
Port Alyssa, LA 06143",Energy,Bogor,
T035,2024-01-04,927,89,3293,,,,,,Garner PLC,dmullins@example.com,6714209416,"113 Maria Village Apt. 895
Port Alyssa, LA 06143",Energy,Bogor,
T035,2024-01-05,340,53,4782,TRX355,196777.0,3.0,Bogor,Default,Garner PLC,dmullins@example.com,6714209416,"113 Maria Village Apt. 895
Port Alyssa, LA 06143",Energy,Bogor,41.14951902969469
T036,2024-01-01,94,30,3985,,,,,,Morales Ltd,catherinematthews@example.net,5413362561,"66006 Barajas Trace
South Gregory, AK 60665",Manufacturing,Surabaya,
T036,2024-01-02,96,38,1981,,,,,,Morales Ltd,catherinematthews@example.net,5413362561,"66006 Barajas Trace
South Gregory, AK 60665",Manufacturing,Surabaya,
T036,2024-01-03,826,43,4039,,,,,,Morales Ltd,catherinematthews@example.net,5413362561,"66006 Barajas Trace
South Gregory, AK 60665",Manufacturing,Surabaya,
T036,2024-01-04,852,66,1198,,,,,,Morales Ltd,catherinematthews@example.net,5413362561,"66006 Barajas Trace
South Gregory, AK 60665",Manufacturing,Surabaya,
T036,2024-01-05,293,63,1818,TRX365,42781.0,12.0,Jakarta,Default,Morales Ltd,catherinematthews@example.net,5413362561,"66006 Barajas Trace
South Gregory, AK 60665",Manufacturing,Surabaya,23.53190319031903
T037,2024-01-01,228,15,3690,,,,,,Nelson Ltd,kendrawilson@example.com,+1-694-337-0289x76551,"32082 Fry Shoals Apt. 407
North Anna, PA 47617",Utilities,Bandung,
T037,2024-01-02,366,30,2486,,,,,,Nelson Ltd,kendrawilson@example.com,+1-694-337-0289x76551,"32082 Fry Shoals Apt. 407
North Anna, PA 47617",Utilities,Bandung,
T037,2024-01-03,305,61,560,,,,,,Nelson Ltd,kendrawilson@example.com,+1-694-337-0289x76551,"32082 Fry Shoals Apt. 407
North Anna, PA 47617",Utilities,Bandung,
T037,2024-01-04,12,21,2904,,,,,,Nelson Ltd,kendrawilson@example.com,+1-694-337-0289x76551,"32082 Fry Shoals Apt. 407
North Anna, PA 47617",Utilities,Bandung,
T037,2024-01-05,874,60,2529,TRX375,106355.0,3.0,Jakarta,Default,Nelson Ltd,kendrawilson@example.com,+1-694-337-0289x76551,"32082 Fry Shoals Apt. 407
North Anna, PA 47617",Utilities,Bandung,42.05417160933175
T038,2024-01-01,615,60,2488,,,,,,"Browning, Robinson and Douglas",lintonya@example.org,361-709-5196x2890,"5553 Shawn Valley Apt. 567
Lake Amyberg, FL 96370",Utilities,Cikarang,
T038,2024-01-02,144,20,1483,,,,,,"Browning, Robinson and Douglas",lintonya@example.org,361-709-5196x2890,"5553 Shawn Valley Apt. 567
Lake Amyberg, FL 96370",Utilities,Cikarang,
T038,2024-01-03,158,94,3007,,,,,,"Browning, Robinson and Douglas",lintonya@example.org,361-709-5196x2890,"5553 Shawn Valley Apt. 567
Lake Amyberg, FL 96370",Utilities,Cikarang,
T038,2024-01-04,613,100,3189,,,,,,"Browning, Robinson and Douglas",lintonya@example.org,361-709-5196x2890,"5553 Shawn Valley Apt. 567
Lake Amyberg, FL 96370",Utilities,Cikarang,
T038,2024-01-05,912,57,2963,TRX385,64718.0,3.0,Cikarang,No-Default,"Browning, Robinson and Douglas",lintonya@example.org,361-709-5196x2890,"5553 Shawn Valley Apt. 567
Lake Amyberg, FL 96370",Utilities,Cikarang,21.84205197435032
T039,2024-01-01,53,25,3819,,,,,,Sanchez Group,lopezjanet@example.net,867-961-2615x604,"96569 Mary Meadows Apt. 379
South Kaitlyn, MS 14956",Energy,Surabaya,
T039,2024-01-02,771,90,3110,,,,,,Sanchez Group,lopezjanet@example.net,867-961-2615x604,"96569 Mary Meadows Apt. 379
South Kaitlyn, MS 14956",Energy,Surabaya,
T039,2024-01-03,520,42,2930,,,,,,Sanchez Group,lopezjanet@example.net,867-961-2615x604,"96569 Mary Meadows Apt. 379
South Kaitlyn, MS 14956",Energy,Surabaya,
T039,2024-01-04,454,33,4405,,,,,,Sanchez Group,lopezjanet@example.net,867-961-2615x604,"96569 Mary Meadows Apt. 379
South Kaitlyn, MS 14956",Energy,Surabaya,
T039,2024-01-05,263,74,4569,TRX395,440368.0,12.0,Bogor,No-Default,Sanchez Group,lopezjanet@example.net,867-961-2615x604,"96569 Mary Meadows Apt. 379
South Kaitlyn, MS 14956",Energy,Surabaya,96.38170277960167
T040,2024-01-01,180,10,4830,,,,,,"Lee, Parker and Moore",zromero@example.org,+1-320-419-2240x38451,"626 Brian Ports
East John, PR 64914",Manufacturing,Surabaya,
T040,2024-01-02,613,77,4497,,,,,,"Lee, Parker and Moore",zromero@example.org,+1-320-419-2240x38451,"626 Brian Ports
East John, PR 64914",Manufacturing,Surabaya,
T040,2024-01-03,11,14,4196,,,,,,"Lee, Parker and Moore",zromero@example.org,+1-320-419-2240x38451,"626 Brian Ports
East John, PR 64914",Manufacturing,Surabaya,
T040,2024-01-04,180,87,1470,,,,,,"Lee, Parker and Moore",zromero@example.org,+1-320-419-2240x38451,"626 Brian Ports
East John, PR 64914",Manufacturing,Surabaya,
T040,2024-01-05,640,44,4243,TRX405,27929.0,3.0,Jakarta,No-Default,"Lee, Parker and Moore",zromero@example.org,+1-320-419-2240x38451,"626 Brian Ports
East John, PR 64914",Manufacturing,Surabaya,6.582370963940608
T041,2024-01-01,91,93,4820,,,,,,"Stewart, Sanchez and Williams",newtonrobyn@example.org,(889)394-1179x79594,"7353 Angela Stravenue
East Misty, WY 83605",Utilities,Bandung,
T041,2024-01-02,418,77,3193,,,,,,"Stewart, Sanchez and Williams",newtonrobyn@example.org,(889)394-1179x79594,"7353 Angela Stravenue
East Misty, WY 83605",Utilities,Bandung,
T041,2024-01-03,810,89,4253,,,,,,"Stewart, Sanchez and Williams",newtonrobyn@example.org,(889)394-1179x79594,"7353 Angela Stravenue
East Misty, WY 83605",Utilities,Bandung,
T041,2024-01-04,852,29,2669,,,,,,"Stewart, Sanchez and Williams",newtonrobyn@example.org,(889)394-1179x79594,"7353 Angela Stravenue
East Misty, WY 83605",Utilities,Bandung,
T041,2024-01-05,154,82,3144,TRX415,32060.0,6.0,Surabaya,Default,"Stewart, Sanchez and Williams",newtonrobyn@example.org,(889)394-1179x79594,"7353 Angela Stravenue
East Misty, WY 83605",Utilities,Bandung,10.197201017811706
T042,2024-01-01,44,68,2998,,,,,,Anthony and Sons,clayton43@example.org,8102179380,"00727 Erin Creek Apt. 517
Lake Heather, NY 62483",Energy,Bandung,
T042,2024-01-02,102,31,2998,,,,,,Anthony and Sons,clayton43@example.org,8102179380,"00727 Erin Creek Apt. 517
Lake Heather, NY 62483",Energy,Bandung,
T042,2024-01-03,652,13,3111,,,,,,Anthony and Sons,clayton43@example.org,8102179380,"00727 Erin Creek Apt. 517
Lake Heather, NY 62483",Energy,Bandung,
T042,2024-01-04,440,40,1041,,,,,,Anthony and Sons,clayton43@example.org,8102179380,"00727 Erin Creek Apt. 517
Lake Heather, NY 62483",Energy,Bandung,
T042,2024-01-05,654,47,1541,TRX425,203940.0,6.0,Cikarang,No-Default,Anthony and Sons,clayton43@example.org,8102179380,"00727 Erin Creek Apt. 517
Lake Heather, NY 62483",Energy,Bandung,132.34263465282285
T043,2024-01-01,380,16,1692,,,,,,Larsen-Pena,matthewnguyen@example.org,+1-231-524-8423x961,"15762 Dale Mountain
New Brian, AK 81189",FMCG,Bandung,
T043,2024-01-02,818,23,3016,,,,,,Larsen-Pena,matthewnguyen@example.org,+1-231-524-8423x961,"15762 Dale Mountain
New Brian, AK 81189",FMCG,Bandung,
T043,2024-01-03,460,26,1203,,,,,,Larsen-Pena,matthewnguyen@example.org,+1-231-524-8423x961,"15762 Dale Mountain
New Brian, AK 81189",FMCG,Bandung,
T043,2024-01-04,949,70,2630,,,,,,Larsen-Pena,matthewnguyen@example.org,+1-231-524-8423x961,"15762 Dale Mountain
New Brian, AK 81189",FMCG,Bandung,
T043,2024-01-05,572,82,1474,TRX435,55592.0,12.0,Cikarang,No-Default,Larsen-Pena,matthewnguyen@example.org,+1-231-524-8423x961,"15762 Dale Mountain
New Brian, AK 81189",FMCG,Bandung,37.71506105834464
T044,2024-01-01,462,78,3772,,,,,,"Gomez, Jones and Hawkins",mcleandavid@example.org,+1-823-462-3565x3042,"91680 Teresa Lake
Port Diana, LA 95634",Manufacturing,Bogor,
T044,2024-01-02,413,92,1086,,,,,,"Gomez, Jones and Hawkins",mcleandavid@example.org,+1-823-462-3565x3042,"91680 Teresa Lake
Port Diana, LA 95634",Manufacturing,Bogor,
T044,2024-01-03,273,49,3131,,,,,,"Gomez, Jones and Hawkins",mcleandavid@example.org,+1-823-462-3565x3042,"91680 Teresa Lake
Port Diana, LA 95634",Manufacturing,Bogor,
T044,2024-01-04,465,18,3441,,,,,,"Gomez, Jones and Hawkins",mcleandavid@example.org,+1-823-462-3565x3042,"91680 Teresa Lake
Port Diana, LA 95634",Manufacturing,Bogor,
T044,2024-01-05,224,61,896,TRX445,164157.0,12.0,Cikarang,Default,"Gomez, Jones and Hawkins",mcleandavid@example.org,+1-823-462-3565x3042,"91680 Teresa Lake
Port Diana, LA 95634",Manufacturing,Bogor,183.2109375
T045,2024-01-01,365,77,3185,,,,,,"Serrano, Collins and Swanson",lauradunn@example.net,(511)445-8778x625,"9978 Hunter Orchard Suite 486
West Karen, MS 37845",Tech,Jakarta,
T045,2024-01-02,436,49,3216,,,,,,"Serrano, Collins and Swanson",lauradunn@example.net,(511)445-8778x625,"9978 Hunter Orchard Suite 486
West Karen, MS 37845",Tech,Jakarta,
T045,2024-01-03,153,28,1678,,,,,,"Serrano, Collins and Swanson",lauradunn@example.net,(511)445-8778x625,"9978 Hunter Orchard Suite 486
West Karen, MS 37845",Tech,Jakarta,
T045,2024-01-04,905,14,2657,,,,,,"Serrano, Collins and Swanson",lauradunn@example.net,(511)445-8778x625,"9978 Hunter Orchard Suite 486
West Karen, MS 37845",Tech,Jakarta,
T045,2024-01-05,170,65,1727,TRX455,283219.0,12.0,Surabaya,Default,"Serrano, Collins and Swanson",lauradunn@example.net,(511)445-8778x625,"9978 Hunter Orchard Suite 486
West Karen, MS 37845",Tech,Jakarta,163.9947886508396
T046,2024-01-01,946,17,2713,,,,,,"Smith, Johnson and Garza",peterskaren@example.com,+1-594-763-6596x69181,"56158 Cory Square Apt. 209
Port Diana, IL 85758",Energy,Bogor,
T046,2024-01-02,923,84,2320,,,,,,"Smith, Johnson and Garza",peterskaren@example.com,+1-594-763-6596x69181,"56158 Cory Square Apt. 209
Port Diana, IL 85758",Energy,Bogor,
T046,2024-01-03,662,71,1930,,,,,,"Smith, Johnson and Garza",peterskaren@example.com,+1-594-763-6596x69181,"56158 Cory Square Apt. 209
Port Diana, IL 85758",Energy,Bogor,
T046,2024-01-04,183,60,941,,,,,,"Smith, Johnson and Garza",peterskaren@example.com,+1-594-763-6596x69181,"56158 Cory Square Apt. 209
Port Diana, IL 85758",Energy,Bogor,
T046,2024-01-05,680,47,3648,TRX465,320477.0,12.0,Cikarang,No-Default,"Smith, Johnson and Garza",peterskaren@example.com,+1-594-763-6596x69181,"56158 Cory Square Apt. 209
Port Diana, IL 85758",Energy,Bogor,87.8500548245614
T047,2024-01-01,953,61,2037,,,,,,Perez and Sons,kfoster@example.com,615.453.5422,"159 Robert Crossing
Cookhaven, PR 24033",Manufacturing,Surabaya,
T047,2024-01-02,79,57,3409,,,,,,Perez and Sons,kfoster@example.com,615.453.5422,"159 Robert Crossing
Cookhaven, PR 24033",Manufacturing,Surabaya,
T047,2024-01-03,408,63,3615,,,,,,Perez and Sons,kfoster@example.com,615.453.5422,"159 Robert Crossing
Cookhaven, PR 24033",Manufacturing,Surabaya,
T047,2024-01-04,45,10,2760,,,,,,Perez and Sons,kfoster@example.com,615.453.5422,"159 Robert Crossing
Cookhaven, PR 24033",Manufacturing,Surabaya,
T047,2024-01-05,70,65,1604,TRX475,135528.0,6.0,Cikarang,Default,Perez and Sons,kfoster@example.com,615.453.5422,"159 Robert Crossing
Cookhaven, PR 24033",Manufacturing,Surabaya,84.49376558603491
T048,2024-01-01,532,55,4164,,,,,,Vargas-Stephens,katherinehooper@example.net,4375766257,"145 Kenneth Square Apt. 825
North Debramouth, AZ 43300",Energy,Surabaya,
T048,2024-01-02,99,29,4559,,,,,,Vargas-Stephens,katherinehooper@example.net,4375766257,"145 Kenneth Square Apt. 825
North Debramouth, AZ 43300",Energy,Surabaya,
T048,2024-01-03,904,97,1351,,,,,,Vargas-Stephens,katherinehooper@example.net,4375766257,"145 Kenneth Square Apt. 825
North Debramouth, AZ 43300",Energy,Surabaya,
T048,2024-01-04,933,38,1472,,,,,,Vargas-Stephens,katherinehooper@example.net,4375766257,"145 Kenneth Square Apt. 825
North Debramouth, AZ 43300",Energy,Surabaya,
T048,2024-01-05,587,18,3826,TRX485,190570.0,12.0,Cikarang,No-Default,Vargas-Stephens,katherinehooper@example.net,4375766257,"145 Kenneth Square Apt. 825
North Debramouth, AZ 43300",Energy,Surabaya,49.809200209095664
T049,2024-01-01,104,44,4014,,,,,,"Mendez, Brooks and Garcia",xholland@example.net,001-792-442-7472x7429,"3979 Gomez Plaza
Briantown, NY 90715",FMCG,Bogor,
T049,2024-01-02,338,71,3588,,,,,,"Mendez, Brooks and Garcia",xholland@example.net,001-792-442-7472x7429,"3979 Gomez Plaza
Briantown, NY 90715",FMCG,Bogor,
T049,2024-01-03,553,51,3238,,,,,,"Mendez, Brooks and Garcia",xholland@example.net,001-792-442-7472x7429,"3979 Gomez Plaza
Briantown, NY 90715",FMCG,Bogor,
T049,2024-01-04,838,54,4907,,,,,,"Mendez, Brooks and Garcia",xholland@example.net,001-792-442-7472x7429,"3979 Gomez Plaza
Briantown, NY 90715",FMCG,Bogor,
T049,2024-01-05,105,41,709,TRX495,377634.0,6.0,Jakarta,No-Default,"Mendez, Brooks and Garcia",xholland@example.net,001-792-442-7472x7429,"3979 Gomez Plaza
Briantown, NY 90715",FMCG,Bogor,532.6290550070522
T050,2024-01-01,460,87,4006,,,,,,Bright-Barker,jesusharper@example.com,332-696-9184x5160,"434 Morales Via Apt. 513
North Jacob, PW 59362",Manufacturing,Bogor,
T050,2024-01-02,778,95,3205,,,,,,Bright-Barker,jesusharper@example.com,332-696-9184x5160,"434 Morales Via Apt. 513
North Jacob, PW 59362",Manufacturing,Bogor,
T050,2024-01-03,718,57,1697,,,,,,Bright-Barker,jesusharper@example.com,332-696-9184x5160,"434 Morales Via Apt. 513
North Jacob, PW 59362",Manufacturing,Bogor,
T050,2024-01-04,906,15,2162,,,,,,Bright-Barker,jesusharper@example.com,332-696-9184x5160,"434 Morales Via Apt. 513
North Jacob, PW 59362",Manufacturing,Bogor,
T050,2024-01-05,148,12,2077,TRX505,26779.0,6.0,Bogor,No-Default,Bright-Barker,jesusharper@example.com,332-696-9184x5160,"434 Morales Via Apt. 513
North Jacob, PW 59362",Manufacturing,Bogor,12.893115069812229
T051,2024-01-01,860,10,4767,,,,,,Harrison LLC,kaitlyn25@example.net,672-507-3607x9796,"Unit 7422 Box 2666
DPO AA 91844",FMCG,Cikarang,
T051,2024-01-02,112,100,716,,,,,,Harrison LLC,kaitlyn25@example.net,672-507-3607x9796,"Unit 7422 Box 2666
DPO AA 91844",FMCG,Cikarang,
T051,2024-01-03,507,36,1804,,,,,,Harrison LLC,kaitlyn25@example.net,672-507-3607x9796,"Unit 7422 Box 2666
DPO AA 91844",FMCG,Cikarang,
T051,2024-01-04,959,93,2089,,,,,,Harrison LLC,kaitlyn25@example.net,672-507-3607x9796,"Unit 7422 Box 2666
DPO AA 91844",FMCG,Cikarang,
T051,2024-01-05,200,82,1385,TRX515,376351.0,6.0,Jakarta,No-Default,Harrison LLC,kaitlyn25@example.net,672-507-3607x9796,"Unit 7422 Box 2666
DPO AA 91844",FMCG,Cikarang,271.7335740072202
T052,2024-01-01,86,53,1050,,,,,,"Patton, Walker and Ortiz",georgeian@example.org,001-791-413-9135x7652,"15196 Phillips Ranch
Melissamouth, MH 89083",FMCG,Surabaya,
T052,2024-01-02,406,41,2975,,,,,,"Patton, Walker and Ortiz",georgeian@example.org,001-791-413-9135x7652,"15196 Phillips Ranch
Melissamouth, MH 89083",FMCG,Surabaya,
T052,2024-01-03,315,67,1946,,,,,,"Patton, Walker and Ortiz",georgeian@example.org,001-791-413-9135x7652,"15196 Phillips Ranch
Melissamouth, MH 89083",FMCG,Surabaya,
T052,2024-01-04,167,92,3378,,,,,,"Patton, Walker and Ortiz",georgeian@example.org,001-791-413-9135x7652,"15196 Phillips Ranch
Melissamouth, MH 89083",FMCG,Surabaya,
T052,2024-01-05,727,38,4778,TRX525,151516.0,12.0,Bandung,No-Default,"Patton, Walker and Ortiz",georgeian@example.org,001-791-413-9135x7652,"15196 Phillips Ranch
Melissamouth, MH 89083",FMCG,Surabaya,31.711176224361658
T053,2024-01-01,460,87,1497,,,,,,Thomas-Odom,cwallace@example.net,+1-699-874-0176x7233,"04356 Joan Station Apt. 634
South Mollyton, PW 76617",Tech,Cikarang,
T053,2024-01-02,186,67,1406,,,,,,Thomas-Odom,cwallace@example.net,+1-699-874-0176x7233,"04356 Joan Station Apt. 634
South Mollyton, PW 76617",Tech,Cikarang,
T053,2024-01-03,177,11,2080,,,,,,Thomas-Odom,cwallace@example.net,+1-699-874-0176x7233,"04356 Joan Station Apt. 634
South Mollyton, PW 76617",Tech,Cikarang,
T053,2024-01-04,916,64,3008,,,,,,Thomas-Odom,cwallace@example.net,+1-699-874-0176x7233,"04356 Joan Station Apt. 634
South Mollyton, PW 76617",Tech,Cikarang,
T053,2024-01-05,311,63,721,TRX535,181309.0,6.0,Jakarta,No-Default,Thomas-Odom,cwallace@example.net,+1-699-874-0176x7233,"04356 Joan Station Apt. 634
South Mollyton, PW 76617",Tech,Cikarang,251.46879334257974
T054,2024-01-01,455,57,2048,,,,,,Navarro PLC,chris72@example.net,377.608.5334x7082,"987 Pham Vista
Vargasville, NE 35107",Utilities,Cikarang,
T054,2024-01-02,71,62,2408,,,,,,Navarro PLC,chris72@example.net,377.608.5334x7082,"987 Pham Vista
Vargasville, NE 35107",Utilities,Cikarang,
T054,2024-01-03,54,70,2088,,,,,,Navarro PLC,chris72@example.net,377.608.5334x7082,"987 Pham Vista
Vargasville, NE 35107",Utilities,Cikarang,
T054,2024-01-04,170,39,789,,,,,,Navarro PLC,chris72@example.net,377.608.5334x7082,"987 Pham Vista
Vargasville, NE 35107",Utilities,Cikarang,
T054,2024-01-05,568,85,2018,TRX545,282225.0,3.0,Jakarta,No-Default,Navarro PLC,chris72@example.net,377.608.5334x7082,"987 Pham Vista
Vargasville, NE 35107",Utilities,Cikarang,139.85381565906837
T055,2024-01-01,951,25,2001,,,,,,Graves-Bates,valenciadominique@example.net,001-662-684-6524x3857,"878 Barrett Turnpike Suite 468
Powellfort, MS 80984",Manufacturing,Bandung,
T055,2024-01-02,756,62,3035,,,,,,Graves-Bates,valenciadominique@example.net,001-662-684-6524x3857,"878 Barrett Turnpike Suite 468
Powellfort, MS 80984",Manufacturing,Bandung,
T055,2024-01-03,439,10,1840,,,,,,Graves-Bates,valenciadominique@example.net,001-662-684-6524x3857,"878 Barrett Turnpike Suite 468
Powellfort, MS 80984",Manufacturing,Bandung,
T055,2024-01-04,847,39,4620,,,,,,Graves-Bates,valenciadominique@example.net,001-662-684-6524x3857,"878 Barrett Turnpike Suite 468
Powellfort, MS 80984",Manufacturing,Bandung,
T055,2024-01-05,889,17,1037,TRX555,268720.0,6.0,Surabaya,No-Default,Graves-Bates,valenciadominique@example.net,001-662-684-6524x3857,"878 Barrett Turnpike Suite 468
Powellfort, MS 80984",Manufacturing,Bandung,259.1321118611379
T056,2024-01-01,201,63,3191,,,,,,Lane-Whitehead,martincarla@example.net,581-667-7956,"19795 Davis Ramp Apt. 120
East Michael, OK 67595",Manufacturing,Jakarta,
T056,2024-01-02,836,41,1646,,,,,,Lane-Whitehead,martincarla@example.net,581-667-7956,"19795 Davis Ramp Apt. 120
East Michael, OK 67595",Manufacturing,Jakarta,
T056,2024-01-03,931,42,1826,,,,,,Lane-Whitehead,martincarla@example.net,581-667-7956,"19795 Davis Ramp Apt. 120
East Michael, OK 67595",Manufacturing,Jakarta,
T056,2024-01-04,263,89,2551,,,,,,Lane-Whitehead,martincarla@example.net,581-667-7956,"19795 Davis Ramp Apt. 120
East Michael, OK 67595",Manufacturing,Jakarta,
T056,2024-01-05,142,91,3357,TRX565,444724.0,12.0,Jakarta,No-Default,Lane-Whitehead,martincarla@example.net,581-667-7956,"19795 Davis Ramp Apt. 120
East Michael, OK 67595",Manufacturing,Jakarta,132.4766160262139
T057,2024-01-01,595,56,4726,,,,,,Potts-Martinez,jessicajohnson@example.org,580.249.2938,"89763 Odonnell Row Suite 752
Bullockfurt, CO 31475",FMCG,Surabaya,
T057,2024-01-02,699,13,669,,,,,,Potts-Martinez,jessicajohnson@example.org,580.249.2938,"89763 Odonnell Row Suite 752
Bullockfurt, CO 31475",FMCG,Surabaya,
T057,2024-01-03,675,67,1615,,,,,,Potts-Martinez,jessicajohnson@example.org,580.249.2938,"89763 Odonnell Row Suite 752
Bullockfurt, CO 31475",FMCG,Surabaya,
T057,2024-01-04,222,99,2034,,,,,,Potts-Martinez,jessicajohnson@example.org,580.249.2938,"89763 Odonnell Row Suite 752
Bullockfurt, CO 31475",FMCG,Surabaya,
T057,2024-01-05,536,69,2020,TRX575,117184.0,12.0,Cikarang,Default,Potts-Martinez,jessicajohnson@example.org,580.249.2938,"89763 Odonnell Row Suite 752
Bullockfurt, CO 31475",FMCG,Surabaya,58.011881188118814
T058,2024-01-01,97,92,3970,,,,,,Taylor-James,matthew71@example.org,665-338-2005,"Unit 4166 Box 7346
DPO AA 20787",Tech,Surabaya,
